,0
1366,140906.9409779579
1367,202227.070162339
1368,199818.30399162555
1369,215368.87961124323
1370,187929.81152267408
1371,226494.00561232519
1372,274353.5714254791
1373,198241.59355443376
1374,213560.7464618413
1375,179610.2606416009
1376,144936.84203157312
1377,145407.8125440924
1378,178268.67010675694
1379,202883.86402427478
1380,205230.86254181332
1381,211734.8632492736
1382,145990.15163203672
1383,157939.79301543848
1384,124767.51706308528
1385,212906.82190591842
1386,190856.44849641476
1387,220474.52699349786
1388,202692.90854790952
1389,258964.35454253358
1390,227344.8195208619
1391,223465.84339525338
1392,239059.48854787106
1393,138602.4072503616
1394,203591.4984605462
1395,198208.96740032962
1396,181022.2535820839
1397,197593.61516682277
1398,131130.09313386705
1399,115131.83165040067
1400,138947.60892003594
1401,193169.87829884494
1402,127365.78728921105
1403,269678.1372464699
1404,132589.86100219312
1405,130133.83528956221
1406,114286.54196821572
1407,114292.32586423827
1408,129088.18444137278
1409,142832.2863349047
1410,99112.22174500891
1411,67797.34856264322
1412,116381.58929588749
1413,139362.49092474274
1414,123666.77417419598
1415,165791.6275929749
1416,139265.469163931
1417,168532.5785048854
1418,134795.63620635401
1419,109331.66058780976
1420,140164.6067488469
1421,163679.10648874374
1422,191275.1074689787
1423,179472.05385822346
1424,188558.72680145773
1425,200454.0026600876
1426,88136.36720172896
1427,130000.17885286178
1428,59724.65180626645
1429,89052.33330431436
1430,146376.10029596463
1431,42695.54035806102
1432,78385.45331815525
1433,51244.47301024428
1434,304236.14468712115
1435,280792.4049196688
1436,196975.95069446642
1437,154412.18474026487
1438,225588.8340230414
1439,165534.99591864683
1440,183700.11419494334
1441,195272.69877117194
1442,353679.0636541494
1443,355144.52989502216
1444,102935.62392033126
1445,209186.18124565348
1446,111917.69217782063
1447,137932.2653348789
1448,144258.09763090045
1449,90006.74490195041
1450,82160.52555817598
1451,155761.78248188682
1452,82356.55221691645
1453,78407.21056526473
1454,76364.34858524802
1455,78333.79807491679
1456,154042.78044925522
1457,119160.24080522341
1458,237591.4771277985
